Workload,SuccessfulTx,FailedTx,SuccessRate,TotalTimeSec,ThroughputTPS,MeanLatencyMs,MedianLatencyMs,P95LatencyMs
500,148,352,29.60,7786.212,0.0190,5310.311,4243.259,11891.851
