Workload,SuccessfulTx,FailedTx,SuccessRate,TotalTimeSec,ThroughputTPS,MeanLatencyMs,MedianLatencyMs,P95LatencyMs
100,99,1,99.00,429.969,0.2302,4324.871,4217.971,4618.659
