Transaction,EquipmentCode,Success,GasUsed,LatencyMs,BlockNumber,TransactionHash,Error
398,WL-10398-1787734604890-668307,0,0,1150.649,,,"cannot estimate gas; transaction may fail or may require manual gas limit [ See: https://links.ethers.org/v5-errors-UNPREDICTABLE_GAS_LIMIT ] (error={""name"":""SocketError"",""code"":""UND_ERR_SOCKET"",""socket"":{""localAddress"":""127.0.0.1"",""localPort"":62678,""remoteAddress"":""127.0.0.1"",""remotePort"":8545,""remoteFamily"":""IPv4"",""bytesWritten"":233,""bytesRead"":0}}, tx={""data"":""0xed7b6f3d0000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000014000000000000000000000000000000000000000000000000000000000000001a000000000000000000000000000000000000000000000000000000000000001e000000000000000000000000000000000000000000000000000000000000002200000000000000000000000000000000000000000000000000000000000000280000000000000000000000000000000000000000000000000000000006a8d3a910000000000000000000000000000000000000000000000000000000073f33c11000000000000000000000000000000000000000000000000000000000000001d574c2d31303339382d313738373733343630343839302d36363833303700000000000000000000000000000000000000000000000000000000000000000000224d61676e65746963205265736f6e616e636520496d6167696e67205363616e6e657200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000084d52492d583530300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012446961676e6f7374696320496d6167696e6700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022434552542d574c2d31303339382d313738373733343630343839302d363638333037000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000846572d312e302e30000000000000000000000000000000000000000000000000"",""to"":{},""from"":""0x6264D5600A34CeF512e74c138Cb6ebFD60e62ffc"",""nonce"":352,""gasPrice"":{""type"":""BigNumber"",""hex"":""0x00""},""type"":0,""gasLimit"":{},""chainId"":{}}, code=UNPREDICTABLE_GAS_LIMIT, version=abstract-signer/5.8.0)"
399,WL-10399-1787734606053-173884,0,0,1233.669,,,"Transaction nonce is too distant from current sender nonce"
400,WL-10400-1787734607287-117587,0,0,198.958,,,"Transaction nonce is too distant from current sender nonce"
401,WL-10401-1787734607487-431067,0,0,193.683,,,"Transaction nonce is too distant from current sender nonce"
402,WL-10402-1787734607684-44491,0,0,209.894,,,"Transaction nonce is too distant from current sender nonce"
403,WL-10403-1787734607895-920072,0,0,214.656,,,"Transaction nonce is too distant from current sender nonce"
404,WL-10404-1787734608110-469949,0,0,760.209,,,"Transaction nonce is too distant from current sender nonce"
405,WL-10405-1787734608877-450425,0,0,627.235,,,"Transaction nonce is too distant from current sender nonce"
406,WL-10406-1787734609505-791161,0,0,190.094,,,"Transaction nonce is too distant from current sender nonce"
407,WL-10407-1787734609700-932800,0,0,362.300,,,"Transaction nonce is too distant from current sender nonce"
408,WL-10408-1787734610069-76149,0,0,1477.700,,,"Transaction nonce is too distant from current sender nonce"
409,WL-10409-1787734611557-119540,0,0,5988.107,,,"Transaction nonce is too distant from current sender nonce"
410,WL-10410-1787734617549-767855,0,0,1666.443,,,"Transaction nonce is too distant from current sender nonce"
411,WL-10411-1787734619217-553561,0,0,783.050,,,"Transaction nonce is too distant from current sender nonce"
412,WL-10412-1787734620001-849758,0,0,311.448,,,"Transaction nonce is too distant from current sender nonce"
413,WL-10413-1787734620314-816768,0,0,739.749,,,"Transaction nonce is too distant from current sender nonce"
414,WL-10414-1787734621055-868603,0,0,136.891,,,"Transaction nonce is too distant from current sender nonce"
415,WL-10415-1787734621193-345363,0,0,119.798,,,"Transaction nonce is too distant from current sender nonce"
416,WL-10416-1787734621315-189574,0,0,145.500,,,"Transaction nonce is too distant from current sender nonce"
417,WL-10417-1787734621465-349329,0,0,175.837,,,"Transaction nonce is too distant from current sender nonce"
418,WL-10418-1787734621643-893138,0,0,247.820,,,"Transaction nonce is too distant from current sender nonce"
419,WL-10419-1787734621892-916511,0,0,223.744,,,"Transaction nonce is too distant from current sender nonce"
420,WL-10420-1787734622117-800567,0,0,369.031,,,"Transaction nonce is too distant from current sender nonce"
421,WL-10421-1787734622494-7557,0,0,277.587,,,"Transaction nonce is too distant from current sender nonce"
422,WL-10422-1787734622773-369910,0,0,133.394,,,"Transaction nonce is too distant from current sender nonce"
423,WL-10423-1787734622907-42912,0,0,100.582,,,"Transaction nonce is too distant from current sender nonce"
424,WL-10424-1787734623008-326750,0,0,100.064,,,"Transaction nonce is too distant from current sender nonce"
425,WL-10425-1787734623110-184578,0,0,129.842,,,"Transaction nonce is too distant from current sender nonce"
426,WL-10426-1787734623241-150933,0,0,107.681,,,"Transaction nonce is too distant from current sender nonce"
427,WL-10427-1787734623349-808777,0,0,125.337,,,"Transaction nonce is too distant from current sender nonce"
428,WL-10428-1787734623475-824741,0,0,361.300,,,"Transaction nonce is too distant from current sender nonce"
429,WL-10429-1787734623839-694156,0,0,866.348,,,"Transaction nonce is too distant from current sender nonce"
430,WL-10430-1787734624706-924188,0,0,278.716,,,"Transaction nonce is too distant from current sender nonce"
431,WL-10431-1787734624986-927968,0,0,2857.026,,,"Transaction nonce is too distant from current sender nonce"
432,WL-10432-1787734627851-207074,0,0,2215.624,,,"Transaction nonce is too distant from current sender nonce"
433,WL-10433-1787734630068-201211,0,0,1666.980,,,"Transaction nonce is too distant from current sender nonce"
434,WL-10434-1787734631736-768566,0,0,275.628,,,"Transaction nonce is too distant from current sender nonce"
435,WL-10435-1787734632014-658770,0,0,298.575,,,"Transaction nonce is too distant from current sender nonce"
436,WL-10436-1787734632316-762351,0,0,172.118,,,"Transaction nonce is too distant from current sender nonce"
437,WL-10437-1787734632489-916821,0,0,166.959,,,"Transaction nonce is too distant from current sender nonce"
438,WL-10438-1787734632664-543735,0,0,442.610,,,"Transaction nonce is too distant from current sender nonce"
439,WL-10439-1787734633120-754588,0,0,1214.545,,,"Transaction nonce is too distant from current sender nonce"
440,WL-10440-1787734634335-806210,0,0,3544.487,,,"cannot estimate gas; transaction may fail or may require manual gas limit [ See: https://links.ethers.org/v5-errors-UNPREDICTABLE_GAS_LIMIT ] (error={""name"":""ProviderError"",""_stack"":""ProviderError: Internal error\n    at HttpProvider.request (D:\\New Paper Try\\IEEE-3\\Code\\node_modules\\hardhat\\src\\internal\\core\\providers\\http.ts:107:21)\n    at processTicksAndRejections (node:internal/process/task_queues:103:5)\n    at EthersProviderWrapper.send (D:\\New Paper Try\\IEEE-3\\Code\\node_modules\\@nomiclabs\\hardhat-ethers\\src\\internal\\ethers-provider-wrapper.ts:13:20)"",""code"":-32603,""_isProviderError"":true}, tx={""data"":""0xed7b6f3d0000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000014000000000000000000000000000000000000000000000000000000000000001a000000000000000000000000000000000000000000000000000000000000001e000000000000000000000000000000000000000000000000000000000000002200000000000000000000000000000000000000000000000000000000000000280000000000000000000000000000000000000000000000000000000006a8d3a910000000000000000000000000000000000000000000000000000000073f33c11000000000000000000000000000000000000000000000000000000000000001d574c2d31303434302d313738373733343633343333352d38303632313000000000000000000000000000000000000000000000000000000000000000000000224d61676e65746963205265736f6e616e636520496d6167696e67205363616e6e657200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000084d52492d583530300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012446961676e6f7374696320496d6167696e6700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022434552542d574c2d31303434302d313738373733343633343333352d383036323130000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000846572d312e302e30000000000000000000000000000000000000000000000000"",""to"":{},""from"":""0x6264D5600A34CeF512e74c138Cb6ebFD60e62ffc"",""nonce"":394,""gasPrice"":{""type"":""BigNumber"",""hex"":""0x00""},""type"":0,""gasLimit"":{},""chainId"":{}}, code=UNPREDICTABLE_GAS_LIMIT, version=abstract-signer/5.8.0)"
441,WL-10441-1787734637890-340063,0,0,1663.092,,,"Transaction nonce is too distant from current sender nonce"
442,WL-10442-1787734639555-422654,0,0,169.796,,,"Transaction nonce is too distant from current sender nonce"
443,WL-10443-1787734639725-203675,0,0,131.553,,,"Transaction nonce is too distant from current sender nonce"
444,WL-10444-1787734639858-476568,0,0,99.714,,,"Transaction nonce is too distant from current sender nonce"
445,WL-10445-1787734639959-435096,0,0,248.314,,,"Transaction nonce is too distant from current sender nonce"
446,WL-10446-1787734640208-482668,0,0,129.671,,,"Transaction nonce is too distant from current sender nonce"
447,WL-10447-1787734640338-138694,0,0,114.298,,,"Transaction nonce is too distant from current sender nonce"
448,WL-10448-1787734640453-748044,0,0,151.466,,,"Transaction nonce is too distant from current sender nonce"
449,WL-10449-1787734640605-498438,0,0,112.391,,,"Transaction nonce is too distant from current sender nonce"
450,WL-10450-1787734640718-456689,0,0,101.666,,,"Transaction nonce is too distant from current sender nonce"
451,WL-10451-1787734640820-606342,0,0,134.234,,,"Transaction nonce is too distant from current sender nonce"
452,WL-10452-1787734640957-810033,0,0,773.703,,,"Transaction nonce is too distant from current sender nonce"
453,WL-10453-1787734641736-554800,0,0,400.772,,,"Transaction nonce is too distant from current sender nonce"
454,WL-10454-1787734642138-581978,0,0,811.975,,,"Transaction nonce is too distant from current sender nonce"
455,WL-10455-1787734642951-913599,0,0,322.634,,,"Transaction nonce is too distant from current sender nonce"
456,WL-10456-1787734643280-461353,0,0,424.796,,,"Transaction nonce is too distant from current sender nonce"
457,WL-10457-1787734643707-172975,0,0,242.867,,,"Transaction nonce is too distant from current sender nonce"
458,WL-10458-1787734643952-67352,0,0,152.413,,,"Transaction nonce is too distant from current sender nonce"
459,WL-10459-1787734644105-80533,0,0,193.353,,,"Transaction nonce is too distant from current sender nonce"
460,WL-10460-1787734644299-612423,0,0,167.726,,,"Transaction nonce is too distant from current sender nonce"
461,WL-10461-1787734644469-694747,0,0,199.970,,,"Transaction nonce is too distant from current sender nonce"
462,WL-10462-1787734644670-513556,0,0,146.315,,,"Transaction nonce is too distant from current sender nonce"
463,WL-10463-1787734644818-65093,0,0,103.608,,,"Transaction nonce is too distant from current sender nonce"
464,WL-10464-1787734644923-489291,0,0,124.716,,,"Transaction nonce is too distant from current sender nonce"
465,WL-10465-1787734645049-515311,0,0,136.580,,,"Transaction nonce is too distant from current sender nonce"
466,WL-10466-1787734645186-573928,0,0,115.608,,,"Transaction nonce is too distant from current sender nonce"
467,WL-10467-1787734645303-698543,0,0,91.592,,,"Transaction nonce is too distant from current sender nonce"
468,WL-10468-1787734645395-255530,0,0,149.142,,,"Transaction nonce is too distant from current sender nonce"
469,WL-10469-1787734645548-682193,0,0,90.581,,,"Transaction nonce is too distant from current sender nonce"
470,WL-10470-1787734645639-581935,0,0,84.643,,,"Transaction nonce is too distant from current sender nonce"
471,WL-10471-1787734645727-977214,0,0,126.456,,,"Transaction nonce is too distant from current sender nonce"
472,WL-10472-1787734645855-714535,0,0,199.019,,,"Transaction nonce is too distant from current sender nonce"
473,WL-10473-1787734646055-575621,0,0,215.556,,,"Transaction nonce is too distant from current sender nonce"
474,WL-10474-1787734646272-499206,0,0,243.145,,,"Transaction nonce is too distant from current sender nonce"
475,WL-10475-1787734646516-545570,0,0,121.603,,,"Transaction nonce is too distant from current sender nonce"
476,WL-10476-1787734646638-830707,0,0,177.691,,,"Transaction nonce is too distant from current sender nonce"
477,WL-10477-1787734646819-703892,0,0,227.107,,,"Transaction nonce is too distant from current sender nonce"
478,WL-10478-1787734647048-180810,0,0,105.686,,,"Transaction nonce is too distant from current sender nonce"
479,WL-10479-1787734647154-736947,0,0,142.700,,,"Transaction nonce is too distant from current sender nonce"
480,WL-10480-1787734647298-177573,0,0,106.843,,,"Transaction nonce is too distant from current sender nonce"
481,WL-10481-1787734647406-50225,0,0,98.936,,,"Transaction nonce is too distant from current sender nonce"
482,WL-10482-1787734647505-96095,0,0,99.031,,,"Transaction nonce is too distant from current sender nonce"
483,WL-10483-1787734647605-661357,0,0,102.275,,,"Transaction nonce is too distant from current sender nonce"
484,WL-10484-1787734647708-534842,0,0,111.556,,,"Transaction nonce is too distant from current sender nonce"
485,WL-10485-1787734647819-480705,0,0,103.137,,,"Transaction nonce is too distant from current sender nonce"
486,WL-10486-1787734647923-549196,0,0,148.099,,,"Transaction nonce is too distant from current sender nonce"
487,WL-10487-1787734648072-771320,0,0,147.453,,,"Transaction nonce is too distant from current sender nonce"
488,WL-10488-1787734648220-79719,0,0,100.856,,,"Transaction nonce is too distant from current sender nonce"
489,WL-10489-1787734648322-33831,0,0,146.062,,,"Transaction nonce is too distant from current sender nonce"
490,WL-10490-1787734648472-681703,0,0,308.365,,,"Transaction nonce is too distant from current sender nonce"
491,WL-10491-1787734648803-185331,0,0,1336.830,,,"Transaction nonce is too distant from current sender nonce"
492,WL-10492-1787734650144-677782,0,0,774.576,,,"Transaction nonce is too distant from current sender nonce"
493,WL-10493-1787734650921-959270,0,0,181.214,,,"Transaction nonce is too distant from current sender nonce"
494,WL-10494-1787734651103-336779,0,0,117.907,,,"Transaction nonce is too distant from current sender nonce"
495,WL-10495-1787734651222-343369,0,0,114.978,,,"Transaction nonce is too distant from current sender nonce"
496,WL-10496-1787734651337-120248,0,0,105.886,,,"Transaction nonce is too distant from current sender nonce"
497,WL-10497-1787734651444-656078,0,0,92.503,,,"Transaction nonce is too distant from current sender nonce"
498,WL-10498-1787734651538-565513,0,0,101.682,,,"Transaction nonce is too distant from current sender nonce"
499,WL-10499-1787734651640-600607,0,0,145.446,,,"Transaction nonce is too distant from current sender nonce"
500,WL-10500-1787734651786-121907,0,0,118.913,,,"Transaction nonce is too distant from current sender nonce"
