Workload,SuccessfulTx,FailedTx,SuccessRate,TotalTimeSec,ThroughputTPS,MeanLatencyMs,MedianLatencyMs,P95LatencyMs
250,248,2,99.20,1048.954,0.2364,4223.298,4199.029,4364.229
